19,XKLFF,2014/06/30 12:41:08,20,BMIQIRHVHZBMC,LQ1LXS12BICLGPWANTP8L0DZODPXF9RGSZMSJXLT8F75BC9S1H641MM4OPCL86RQNUURBCWJR30NBJ19XMRMSW0UC0OVSUX120VCRRMP53MF9FJCHFINIOEYAR5RYBN78YTEXQFV3SU091L3UPUDRLY9L2ARZ2QU86P4X8HLHIRB2PW9812T0GBFUBLF961O4SU4PCB5N11PPA69IVJ4JZJMPGMTBUNCMB0TH0V0Z3Y8EBOBGZ15PHI86DURY1RPLC91L8GSU4VQ
39,S9K1R,2001/05/11 20:06:45,22,ZILFQCRPXLPXDARD,HDUDM57FOTKOFEHC1B2D845HIM4R1V8IXINAWR238EJCUYLXEVYTXD9X1TPODKTLQU9GQP2UXDBVQHPKB0L7WXJRL93Z84AY2AH1C09AHIS4R514FITOZKBUCWG310LG3K46PGIW2B5QV9397AT35RYDOU1C5SLWTHRFQUKER4VUMKKMAME7FCLY3Y
59,4PG52,2009/02/27 23:21:29,75,MTYXCX,Y4JSQCD9L0GQZ1VXHT81NKZDT5GJADBMBIF3F7V8PYXVL1CUWZ9WC59MBUT0TWRXF89I8MQXN84P2GC020HMOMMWS5TVPP4R0JI5VEMDPR
43,6413F,2019/05/05 15:52:07,23,XS,UZ12RCCHF52EN
60,7OGQM,2010/09/28 09:10:42,31,ALHCJJKKTJPXV,PIXOA0KCB
83,3XDMZ,2020/11/23 01:20:34,20,OLQIDZRHTHRSQIMQK,WHP4Y8GSKWU9JU12KFRHTA5BZ0A6BIRV2ZHRCL20QPSD2Z99DE9KX1C1SFD3TJNG3T36RGPY7RNNZO7T49GEV7HB6E9K3H1IDL3P1GQEFW2BBTGQSUJAQ99REDZ900TFYQOSI87GYVMJL4YR2L91Z8TWG14PPHIIEBXRNJDC8STMH2OY2X31ZWQH4UL6HMB5B5PXME0TLZ4K34VAD7VXW5PCBRO6K14ZMA4K22TD9LFTNG5LDANH83FIECSSV9V0WSEF548JMSV8Z3DSENUWK4JJFRT0QZH3L3M0XNBJQ95PDTJYPEAXKB1UMEN54CA5T3OMP1NHJMSNB5CNV0C0YLF2K16JLDA3303MDH38ESMP7L9NLIA4
78,XOSUN,2005/08/22 03:50:25,36,IRDEYQTHQPL,HVKQJRFJPF7LG9NS0875CECNDB74WOF3RQ11NIB3MF5TVK8HJLLDNKKPKQ6IVOPIAPE0HX6ERHVMSLERSEJRAQO6R318Q0C2DO6WPZPANH097FAUC3MTLO71YE79AH788O3UJ64G0NO8R8E0XLE357EHLIJ6I85JN3W2CKPAB4RQ0PEGUBZTT3CS0C1PCV72O38ICWESZUUE13SW8TO2C5S0OHPSS3YROA87RYAM9Z4FNX4LBE2M3KXBWVKI29HIMD7GPB6CUGF36A0ECSZ4BILJHCPMYHKR02GD9F94UJ8Z61LW0EAQLYZPQ9MBSPT6N12YN81JHPK8NSJIEQTOS4JANHEYPTL3X
28,OB89S,2016/12/07 06:19:43,13,IPLV,LHNX8UFO3E8GHO8N3IIC3KF4VDKWUC293851TP94NDQRVW40PKJHU8K3DBIR4LSJT3V4ZNSTUVK0A9NRDGPNMW8I45F6CG4NEA9PK2ZI12Y2ZY5L6QRNTYZO2FMO21G5ES6KJ1GTF6LUW1DAYGXAVB4NQQ4AE7K1575ZXZQBXL3WZ4ABYVFVMHJ4TGS5LPSKX3NR23TOVOGAG87P0YYEXGJQ2FB9ISQS4LCKILWI7PTBEHXLQX8T1T6OOBAHT62FIKIKJUW1Z67DB7TKJMV95E6OTYWQKHN3FXBIP5RARQFHNXQQ4QHKTXEOK6W7
55,RTWJF,2010/02/07 00:00:44,92,WPLV,ZZINXCUTEL8JD9FMFWQ2H6SU9XPTLUEWYGJA2LWWC41R93BEFEHBR49W815TVHWAB1KRFBN0JE3AY50VPOTOAET7M8X8FZ0QQFED2Y8LE1WHH5TCD0PD921ZN4KPRJL1ISFAQ5V5414YVK0DVOUNGM0O08FGD6ZWEI9Z3XGO2NJJFKZVPPPUWDIJHTPK4VTHZL34CTG2Q44
7,D9WY9,2007/08/29 16:38:41,67,WZXGOO,E5A7YC18L1D2E2JKXQK2P0HQIR8FEVC2X7125TKUG2R9NWVY4J52C8IXABILTLJ83YZ8HOQFLVDX5ON7TIJIXM7E6PCKIC3A8E52HXASJQ34HEJMH3GZ90V0YU3UK9GKZ9JTNJ2KGGPUBIE53O7IP162UXOAKT48EPKN8YZPA4EU1NG4P643XMTGCSUL9G6UW3QWWTLYBYMJ
34,JICD3,2001/04/26 08:22:34,63,,8SX88CPDO5TXH4LYJG174GR5V8F58TQCR6VGXEPNWHGS86EF4B9WV3EKW3TSUOG5UI7S42ZO2KA8WMOJL1GDTLMCS8MXFQSVBBZV1NVRL5RFY0HSPAVVR7094G2L8CV76MZSHHLDE31CNR95D597L1FRSIX6OWZ74T5C05Q8INZBXOZWAAYLCX2BV9OXVYG5Z
23,LK6SQ,2001/02/27 05:21:13,56,GHTTTVZX,5T1BJDS7M6OR0VBD86A4FTEYSXKVTXBEU
3,Y43QY,2006/09/21 15:23:47,18,KQOBPGSRKVX,MA1JTFN0WMCJTSHZ60Y27N2Y9OJZ8RPAYO7Z5P9RUNF6AV6II73KWMKALXWW8MRZRGUE4NSRWVWF2CPHBS87FLRTB8OUCSER0IC9O33A084VUOU9XULIJH05K5LAO1YZD6RSCF6FHD7LQGC76GA5TS2V42V6TWYB53LADVQOIZXM8PDREDAA6XM2ROPNY42YVFWF73OX04HA4UG70XCXQ981M5RHPPFNBV3Y5DEM66IXL0IQCR3QN8YU56KZ5RPVACO7WNA5S433BNB9YWDN6W
45,C8BGT,2016/12/25 03:06:53,6,FAJU,J8LO87WD51IM8BEPF8YZ7FOP1OPL51O9AJHS1GI5K3J0FRSHC4UO8LLI0SKHDDPD2HJ9CN3GWMD6F55X6OOXIBBVK916TBRQ52A6DFK6JQ9NKGYU7Z3SS3ZOE1N2JE854A469FIWMJ7TZ6YYOU3QQEMVIGEWK2EG2FVD8XW8Q3WA35JY9Y3HUYG5HEPD1MXGZTOI6GQH87261AOMFXVXK4PKRMCN
32,GE6HX,2009/04/30 07:15:45,94,NBSOATBHUCBLXQXZ,FJHQ40AAWBGK3ZPRP5GUDMEZQ0OF71DUJIS1XVWYSZ8Q2ORKYAHG2Z621G8QIKDXBD2XGZCW3U0EPRY53L0ZM7C3RC2NI5OBC3HHCIXP5NGQTZVWTDLUXIIAE05IKMDZUX92YKRG2FUP8A0C0QV76FLRS85XA344CH95M0ZWWJXQLZI1NY2EX0GHUW3052P97WBVZXDPTQG85HZ6N6PFB0K6HQ64C816MTP70ZIY758QCS1ABO2H7BNXTW5SHZ8GSRBX69VNUHNKGA370OPT11HZPJ4JTKOT2YZD8W5UYBC2MU2NJ8IBN47I2Q37G858SZZ5UEKPNV25SUUF1X9CINP13EM
98,RN8M6,2018/05/16 22:49:48,29,IXAFZD,D8LUWHUXXSQJ6PDMYGL58SNICW2SFQ6OLD28UUNFTX400IVZRT51N25VZWJMG46XN4TE74L1KWQPB9VZ2RAVZ4MO4JTH4DBK41SLA4JM3PUEPM866GP21PSKA5NE18FH25TRCP6VFYDTZQSM8CNK3LC7DDNBI3ZNJBS43OEH1VPO279N80Y0HK0VF74TDTAGZKUD3MFW6OO3PQFT9R0HAMTP2ZUL7H4PZLEB6S4WA5Z9ZBBL0V18TPI8OHPNNFFIWXLIRIZD
82,4VZ15,2007/02/08 13:22:59,30,BDR,UPML1OPQN6JSNUQYC8K01J145TP8ERKDUFLKIGMFSZ1X0GKCZ0MHY8OUQQWVXJISFVTKEDG63RMNK2R6CTDAC3FAC584DSJLXEATFKEABKEIA95DUME2OLBFI8ODVJDGYTV01IFKYAVOQHSE4T40W655D5ETT
69,2M63Z,2014/08/19 03:14:34,35,LIUMAZI,4CSRXZXFCAMV05ARUDUEQWO96SDVWMOS12CIR2
54,BY3NA,2014/11/11 14:10:35,28,ATWRCWPCETNAD,PZKYXSN2JBXCE0TUXS644AZNZ39GVF2N7HT29UR0YN5SO5U3NMIB8T4CVMD93D2PJIREV6GGMN7SJ4U1BPSXW0G7ANZIQNANA704JBYLZ6VVQ1ZSNWK0IACNMJQ8ZCL3Z6F9NGKH36OPGFEJSIEYAMEB4EBCSQLEC5673XFZYMXGB8T5288PMG11SXIOUPJROA97B20YUFXKQLMLC6J1PQ926FYJF9TE1QSFJ0CBA4GR24R4IDIEDX6QCMHP27XGROG1AGK0LB3P2R9JQ5O246EILPQBDU73EEXEN5TWX0EU1XDPR8ZBUXO5G28MH997KLI0UDHDJPNO6YVZ
2,0P7BW,2014/02/19 20:05:48,25,CXTYEIS,LOBUZPFGTEFN1ULIMRJGIWC1DCYQRIUWHSJT2WDEKOD44WAA5L9JAG3GKITPLRPCQRYAU4YI66T4Y6DMYGJNCEGADJMFZ1UR0SDWRX2LMEFXVXCUBT
74,8JD5N,2009/05/27 16:51:18,54,D,FRR4NXB0EZO7OAD7EGFK0HJ3HFNN83LQGEV883QUHL6FYW1LLNYV0JYSRBGZ9L41XTFUBFOBQ05RQHRTHMTGR4XBV7VILYBZ07MQDPZ2LHAKQC8QVSJRILTV0RKG3UYEG2VHP7BIMJZN6U197ER40U1NCBWYIIPMFOKTUOJWEV3NY6UJUYMJOPVEXOA1F4L37NLPB1NPHQ3ABAO5OJBUX36TCW2KOY3EP88BR6UBGBRN6VZRGO4T06DNDFD3265LSZ7WBTJXHZBR7WBH1RLS8B6BWY7HVLK9KCAE6C3CFOF1YN4BPDG9H7JD
26,TV9I2,2020/08/15 05:35:43,27,SDYLGZXJDVLS,XHFG073OW9D770EBQLV1JP8A2YY13ARRWCPRDYAJ85APS9CIPXFG6HTLO2OZT3B7PV09P2Z9CW26U6FHRS2RB2XBN65HXOW21NRD55Z3WXJ8IYG9CR9
5,X7P9D,2005/04/18 06:02:26,78,D,FT2J8G97PP76E2BWXYHUYMBHUPQZZF9R1UFTBSI3E6WHJUAFEY3DF5KXJ1Q1TZR39EEZ2ZKIPK10NVAGM2JK3WEWFZ3SM78Q6J0EFHIRKYEIL62I3RERUBZX4L1TMWNQGUPZTBRFC7NXU0X44A03VZF09F7WJ680RLYFPFIUKGKXC9F2N
81,QMBSH,2018/06/10 00:08:00,5,FVVD,507FLGTO3EPW9CE48TRS6DDJIAPNUBAZJFJU0GD2HE4W1ZZOMAAGVJNK1CBGD4OF3FSDQ3313QQOMS9QKQHN129GJAIZ6M84PT1DBEH6TSEI28CDB6Y34QCKZ19LLMNPTM63F2BPZQX4HN9UG1TLVTDQV39WW1G7VADNAK9EUHI1BFJTRSUVDMWYHNJLYK2F1MDFJ3X8TMVQOMP8NMV6JB71NORJN77P8STQVKMVR2AFAMHGMNNNAFEI4ELIZUJAMH49SA9LZDRX4I9LEJ6L0CH4
14,7CIEI,2016/05/13 14:05:50,24,GNTNKPNYFYRCMEMRJ,017A153IGL5E0K05PE6549V7PISRSRNYHEQ6HM7G2J5XJUA0LF3ZCX8VHPZ8F3VR0RID83N9I5RVPQKK2LC62AG0DY582Z5I4J27T4ZE1ZNR8IMLIYYSF83OFWE882TRLUGVSV2WQVTU5IJX0XJSB8LXEAYOXOG8BJG7W4CU2G2TSLCUIL6NV595MV8PI95NNVKL647LXW4YYX79JAFV48AKZSP7ZWVS0GVWM97TUHBATI5EVIWS0ROZXD405KR231P9ZZGAX1ZCRFWBFHIB6GDL3IFP5LV67FCM86DQ8LY8QTLOR78H7VAHX04OPL413DWS7CANC8BM73X3N7S3ZMPZTR2BQOU0J6OPCUXIBEOLO5HA0L69HNVMES
90,1ULFO,2005/02/30 06:22:44,3,,0VKYRT5R2742DXU3S3QZPAR7A4XJL6J6PTJP21GLMQ7OZM8VTHRNMARB8E4L87D7JK1BHECY64ZB11CG8FT5QGB2XA007G55NNB6YBBCZ7Y43SYDHGE7JHHKTXYYIT7C5WN2HI9M9F3WOCP6VCYVZFFBQYX8BQ05KP4JIHJ96ZH0034UAG7QJAJRL24B9N6P9L6F9V
58,Y6E62,2017/07/08 04:55:29,59,AGGLCBXMIRWFWNXM,48OZQ7FKG1ELZHW3RFMHSZS896XI0RLI5RS5XPQSH4THOVWJC632053FCH8M38HJYJB07T2X5J88I3N024Z216NZTFP5AZR612DS6R5JRMLPC7M2Y9CZ7X3DPLGF474L3GXVMB91V5GLUSAJLRN72J4NJ0OE3B9SF3OYOXMWDGE8D0RNHGI2FZX0HUPJASXDP5G8IZW40Z5NZ3
91,5TGG2,2001/05/19 22:57:08,37,LJ,7RKHPOOZ98AIV7OTSUD4N68II12AP42RQQQE3P6YU0IPGBIFPOB6E3ZIA0QRLV164GML8GJVC6SL478HS6JORVAZZDDHRRAV870W6VVNNG0HN5CAF5J919Z9YKD534ITS4JWU2E57GQLYWISG7ZST391B5NC8OENRQKZP8CBAOT3EV01KOAZXM3PTPTZ8K0K2SMLO05QYANK9ZJO3MSJ41YI8P3Y43UA7CJ5OK1108EEIQDECVMFCPEQPAOY4OFFQED9OCL2VR5MIW193VK17G0ZMBWP6GF3J3YJ06UJW1U7JU9W5Y0LTQATISBX4
35,W228J,2004/08/28 03:28:24,75,YJKTZELQSOBGKH,TYV9Q9R2MRT04WRBG08BPCZ544CO7TP43WFE2NQU4RICM8F7PY09L004Q2MSJHJEAQ3RDIZFMWBAHGUCOMDCWRIRGTUOBBPMCBXJNMTF8MI1CA6K0LXKYALXM6WI9YRC0Z0UKS2NJXLQGBU4MK3ZXPRX2BWPG0TSAAQB4COJOEJWT6WY982ETP2GRI91DAUD7UPPTDAJ1K6M00AR3YU6EKE5LG1U6Z1LHM4E544LYSPRM4QAQE1VF2W2FCPDTS4CJUWOITVIBEA7BAPJEKHLTLCMQRVBK5XDEDA5MI5HC5M0YU4MCMGOK0F6V1ZC
47,92732,2000/12/09 10:17:59,98,EWKQNTXJG,5Q959B3LRARHFTGWOAU0IIQPEVKK6UC2CBKYRQ0W9XRMPE4Q5Q989Q4I3UQPK3C7ZSAZ783XD0521RLLXQX0S20T6MSTYW76WFKZX2S3FFP2N6ZZVGIOLWBA991ZRANTK5CNGPZQVCJFN2AWQOI7U45GMD389KF4OKXG38ZYLEUH607FHRZMI75QA3P89NGIXBC3ORRNFI090QNLJ6YW9AT7Z8OJZ1T8LB0IXGU4QLRG8XT7WZMPXQBWWJ7CUO0JC9ZG7D1875AOYXSUAHRJM1FG1N8YERDQUAW8MEBXMQFJ9CLL2W5MJ0CDOQFPVUWF
